mapid	source	spanX	spanY	scrollX_800x600	scrollY_800x600	scrollX_1280x720	scrollY_1280x720	pinned_1280x720
926023307	VR	990	685	190	85	0	0	1
925032000	VR	990	806	190	206	0	86	1
922230202	VR	904	8244	104	7644	0	7524	1
910010100	foothold-est	850	460	50	0	0	0	1
980032201	VR	870	600	70	0	0	0	1
925030402	VR	990	806	190	206	0	86	1
910330108	VR	800	600	0	0	0	0	1
910033218	VR	2430	1298	1630	698	1150	578	0
910033012	VR	2160	735	1360	135	880	15	0
910033111	VR	2160	1297	1360	697	880	577	0
925021002	VR	990	806	190	206	0	86	1
925031200	VR	990	806	190	206	0	86	1
926022105	VR	990	685	190	85	0	0	1
925023303	VR	990	806	190	206	0	86	1
924000002	foothold-est	850	160	50	0	0	0	1
925023603	VR	990	806	190	206	0	86	1
990000502	VR	2250	839	1450	239	970	119	0
925033700	VR	990	806	190	206	0	86	1
925023109	VR	990	806	190	206	0	86	1
910033201	VR	2430	1298	1630	698	1150	578	0
910000005	foothold-est	1376	845	576	245	96	125	0
910031012	VR	1250	1985	450	1385	0	1265	1
922241001	VR	1200	1190	400	590	0	470	1
926022506	VR	990	685	190	85	0	0	1
910033206	VR	2430	1298	1630	698	1150	578	0
922241019	VR	1200	1190	400	590	0	470	1
926020106	VR	990	685	190	85	0	0	1
910033209	VR	2430	1298	1630	698	1150	578	0
926013201	VR	990	685	190	85	0	0	1
925023207	VR	990	806	190	206	0	86	1
910330303	VR	800	600	0	0	0	0	1
980000104	VR	805	600	5	0	0	0	1
980031005	VR	870	600	70	0	0	0	1
925022600	VR	990	806	190	206	0	86	1
922240008	VR	9720	934	8920	334	8440	214	0
910033217	VR	2430	1298	1630	698	1150	578	0
925033104	VR	990	806	190	206	0	86	1
980032207	VR	870	600	70	0	0	0	1
910033300	VR	900	735	100	135	0	15	1
910060004	none							?
912000000	foothold-est	1660	670	860	70	380	0	1
910320100	VR	800	600	0	0	0	0	1
926011401	VR	990	685	190	85	0	0	1
922240103	VR	905	720	105	120	0	0	1
920010800	VR	1520	1780	720	1180	240	1060	0
913010300	VR	1258	965	458	365	0	245	1
910033308	VR	900	735	100	135	0	15	1
925022501	VR	990	806	190	206	0	86	1
910320204	VR	800	600	0	0	0	0	1
914090004	VR	800	600	0	0	0	0	1
925030902	VR	990	806	190	206	0	86	1
910000009	VR	1745	1555	945	955	465	835	0
925023009	VR	990	806	190	206	0	86	1
925023202	VR	990	806	190	206	0	86	1
910033316	VR	900	735	100	135	0	15	1
920010000	VR	2420	2253	1620	1653	1140	1533	0
926110500	VR	1120	590	320	0	0	0	1
925030102	VR	990	806	190	206	0	86	1
922230102	VR	904	2144	104	1544	0	1424	1
926022201	VR	990	685	190	85	0	0	1
925032904	VR	990	806	190	206	0	86	1
980041205	none							?
925032600	VR	990	806	190	206	0	86	1
910330208	VR	800	600	0	0	0	0	1
980033206	VR	870	600	70	0	0	0	1
925031603	VR	990	806	190	206	0	86	1
980032002	VR	870	600	70	0	0	0	1
922230203	VR	904	8244	104	7644	0	7524	1
925032100	VR	990	806	190	206	0	86	1
926022402	VR	990	685	190	85	0	0	1
920010604	foothold-est	2278	725	1478	125	998	5	0
910032000	VR	1170	1940	370	1340	0	1220	1
925031800	VR	990	806	190	206	0	86	1
980042201	none							?
926020300	VR	990	685	190	85	0	0	1
926021400	VR	990	685	190	85	0	0	1
910041110	VR	1080	600	280	0	0	0	1
910033219	VR	2430	1298	1630	698	1150	578	0
925031100	VR	990	806	190	206	0	86	1
910520004	VR	813	600	13	0	0	0	1
925021008	VR	990	806	190	206	0	86	1
925022101	VR	990	806	190	206	0	86	1
910031019	VR	1250	1985	450	1385	0	1265	1
926010079	VR	990	685	190	85	0	0	1
922010100	VR	800	4360	0	3760	0	3640	1
910050300	VR	1435	890	635	290	155	170	0
926013501	VR	990	685	190	85	0	0	1
926010012	VR	990	685	190	85	0	0	1
925030404	VR	990	806	190	206	0	86	1
980042003	none							?
910060101	foothold-est	1660	760	860	160	380	40	0
980000402	VR	810	715	10	115	0	0	1
925023705	VR	990	806	190	206	0	86	1
910330109	VR	800	600	0	0	0	0	1
926013304	VR	990	685	190	85	0	0	1
920030000	VR	1248	2020	448	1420	0	1300	1
922240016	VR	9720	934	8920	334	8440	214	0
922010501	VR	800	4320	0	3720	0	3600	1
926021303	VR	990	685	190	85	0	0	1
920010932	foothold-est	770	1915	0	1315	0	1195	1
922230205	VR	904	8244	104	7644	0	7524	1
910200000	VR	1170	1475	370	875	0	755	1
926012304	VR	990	685	190	85	0	0	1
980044204	none							?
926010015	VR	990	685	190	85	0	0	1
922240018	VR	9720	934	8920	334	8440	214	0
910220001	none							?
910220002	none							?
926020509	VR	990	685	190	85	0	0	1
980031007	VR	870	600	70	0	0	0	1
926020200	VR	990	685	190	85	0	0	1
990000600	VR	4137	599	3337	0	2857	0	1
925033302	VR	990	806	190	206	0	86	1
925021303	VR	990	806	190	206	0	86	1
922210000	VR	1335	1526	535	926	55	806	0
925021906	VR	990	806	190	206	0	86	1
925022100	VR	990	806	190	206	0	86	1
926020003	VR	800	707	0	107	0	0	1
980000202	VR	805	600	5	0	0	0	1
910320011	VR	800	600	0	0	0	0	1
910320012	VR	800	600	0	0	0	0	1
910320013	VR	800	600	0	0	0	0	1
926010037	VR	990	685	190	85	0	0	1
925030200	VR	990	806	190	206	0	86	1
913040104	VR	800	600	0	0	0	0	1
910320017	VR	800	600	0	0	0	0	1
980042101	none							?
910320019	VR	800	600	0	0	0	0	1
922000021	VR	3454	629	2654	29	2174	0	1
925023401	VR	990	806	190	206	0	86	1
926021207	VR	990	685	190	85	0	0	1
910320010	VR	800	600	0	0	0	0	1
925021907	VR	990	806	190	206	0	86	1
925023503	VR	990	806	190	206	0	86	1
926013404	VR	990	685	190	85	0	0	1
910320027	VR	800	600	0	0	0	0	1
910320028	VR	800	600	0	0	0	0	1
925021405	VR	990	806	190	206	0	86	1
925033204	VR	990	806	190	206	0	86	1
925032700	VR	990	806	190	206	0	86	1
925022504	VR	990	806	190	206	0	86	1
970020005	VR	1418	830	618	230	138	110	0
925020602	VR	990	806	190	206	0	86	1
925022908	VR	990	806	190	206	0	86	1
922230103	VR	904	2144	104	1544	0	1424	1
910320202	VR	800	600	0	0	0	0	1
910020200	foothold-est	1030	4600	230	4000	0	3880	1
922230106	VR	904	2144	104	1544	0	1424	1
925022407	VR	990	806	190	206	0	86	1
925023307	VR	990	806	190	206	0	86	1
925021502	VR	990	806	190	206	0	86	1
980044000	VR	800	3520	0	2920	0	2800	1
926110400	VR	1390	592	590	0	110	0	1
925021004	VR	990	806	190	206	0	86	1
925020604	VR	990	806	190	206	0	86	1
925020902	VR	990	806	190	206	0	86	1
926100302	VR	780	3606	0	3006	0	2886	1
925022204	VR	990	806	190	206	0	86	1
910220004	none							?
910330105	VR	800	600	0	0	0	0	1
925021509	VR	990	806	190	206	0	86	1
980032109	VR	1745	1650	945	1050	465	930	0
926021402	VR	990	685	190	85	0	0	1
922030000	VR	800	590	0	0	0	0	1
910330200	VR	800	600	0	0	0	0	1
923000100	VR	800	600	0	0	0	0	1
925023700	VR	990	806	190	206	0	86	1
980044202	none							?
925020203	VR	990	806	190	206	0	86	1
926010085	VR	990	685	190	85	0	0	1
980042205	none							?
926012300	VR	990	685	190	85	0	0	1
900090002	VR	800	600	0	0	0	0	1
925020608	VR	990	806	190	206	0	86	1
926010011	VR	990	685	190	85	0	0	1
980033209	VR	870	600	70	0	0	0	1
925023701	VR	990	806	190	206	0	86	1
913040106	VR	800	600	0	0	0	0	1
920010100	VR	799	2706	0	2106	0	1986	1
910330305	VR	800	600	0	0	0	0	1
910040004	VR	1080	600	280	0	0	0	1
925020705	VR	990	806	190	206	0	86	1
926023203	VR	990	685	190	85	0	0	1
980044002	none							?
910400000	VR	780	589	0	0	0	0	1
925033200	VR	990	806	190	206	0	86	1
910041200	VR	1890	1532	1090	932	610	812	0
926110304	VR	780	3606	0	3006	0	2886	1
910510202	VR	1254	890	454	290	0	170	1
926023501	VR	990	685	190	85	0	0	1
922240006	VR	9720	934	8920	334	8440	214	0
914090201	VR	800	600	0	0	0	0	1
910040210	VR	1080	600	280	0	0	0	1
925031902	VR	990	806	190	206	0	86	1
910520000	VR	813	600	13	0	0	0	1
925020309	VR	990	806	190	206	0	86	1
910033107	VR	2160	1297	1360	697	880	577	0
910000007	VR	1756	1555	956	955	476	835	0
980043101	none							?
925033400	VR	990	806	190	206	0	86	1
970033000	foothold-est	850	625	50	25	0	0	1
990000400	VR	2250	1160	1450	560	970	440	0
926020201	VR	990	685	190	85	0	0	1
926010404	VR	990	685	190	85	0	0	1
926011503	VR	990	685	190	85	0	0	1
913020000	VR	1258	965	458	365	0	245	1
926011102	VR	990	685	190	85	0	0	1
925020506	VR	990	806	190	206	0	86	1
910060001	none							?
925020303	VR	990	806	190	206	0	86	1
925030701	VR	990	806	190	206	0	86	1
926010304	VR	990	685	190	85	0	0	1
925021508	VR	990	806	190	206	0	86	1
990000000	VR	1616	1120	816	520	336	400	0
980042103	none							?
926010032	VR	990	685	190	85	0	0	1
970000002	VR	800	600	0	0	0	0	1
925020100	VR	990	806	190	206	0	86	1
926012103	VR	990	685	190	85	0	0	1
925022700	VR	990	806	190	206	0	86	1
920011000	VR	800	2817	0	2217	0	2097	1
926022206	VR	990	685	190	85	0	0	1
913020300	VR	1258	965	458	365	0	245	1
922240004	VR	9720	934	8920	334	8440	214	0
925031904	VR	990	806	190	206	0	86	1
926020108	VR	990	685	190	85	0	0	1
926021203	VR	990	685	190	85	0	0	1
926020406	VR	990	685	190	85	0	0	1
913040004	VR	800	600	0	0	0	0	1
970000104	VR	800	600	0	0	0	0	1
926130101	VR	920	594	120	0	0	0	1
925021007	VR	990	806	190	206	0	86	1
926022108	VR	990	685	190	85	0	0	1
922230105	VR	904	2144	104	1544	0	1424	1
910033101	VR	2160	1297	1360	697	880	577	0
925022502	VR	990	806	190	206	0	86	1
900020110	VR	2428	1555	1628	955	1148	835	0
925022001	VR	990	806	190	206	0	86	1
925031203	VR	990	806	190	206	0	86	1
925032200	VR	990	806	190	206	0	86	1
926130201	VR	974	600	174	0	0	0	1
926010202	VR	990	685	190	85	0	0	1
980040000	foothold-est	840	820	40	220	0	100	1
926010028	VR	990	685	190	85	0	0	1
926023101	VR	990	685	190	85	0	0	1
925021200	VR	990	806	190	206	0	86	1
910330207	VR	800	600	0	0	0	0	1
912010000	VR	887	587	87	0	0	0	1
980040010	foothold-est	850	160	50	0	0	0	1
925022201	VR	990	806	190	206	0	86	1
980043209	none							?
925023402	VR	990	806	190	206	0	86	1
922020300	VR	1246	600	446	0	0	0	1
925023501	VR	990	806	190	206	0	86	1
925031201	VR	990	806	190	206	0	86	1
980043008	VR	800	3510	0	2910	0	2790	1
922241004	VR	1200	1190	400	590	0	470	1
925033403	VR	990	806	190	206	0	86	1
926011400	VR	990	685	190	85	0	0	1
910031029	VR	1250	1985	450	1385	0	1265	1
925032303	VR	990	806	190	206	0	86	1
926010504	VR	990	685	190	85	0	0	1
925023105	VR	990	806	190	206	0	86	1
926010083	VR	990	685	190	85	0	0	1
925033703	VR	990	806	190	206	0	86	1
925030604	VR	990	806	190	206	0	86	1
922240106	VR	905	720	105	120	0	0	1
910020203	foothold-est	1030	4600	230	4000	0	3880	1
914090100	VR	800	600	0	0	0	0	1
914090200	VR	800	600	0	0	0	0	1
910330309	VR	800	600	0	0	0	0	1
926110202	VR	1868	824	1068	224	588	104	0
926022104	VR	990	685	190	85	0	0	1
910041100	VR	1890	1532	1090	932	610	812	0
925020206	VR	990	806	190	206	0	86	1
910033005	VR	2160	735	1360	135	880	15	0
925023308	VR	990	806	190	206	0	86	1
914000410	VR	1438	1080	638	480	158	360	0
926110203	VR	1180	595	380	0	0	0	1
925021104	VR	990	806	190	206	0	86	1
925023300	VR	990	806	190	206	0	86	1
925023806	VR	990	806	190	206	0	86	1
926010068	VR	990	685	190	85	0	0	1
925020501	VR	990	806	190	206	0	86	1
930000800	VR	808	630	8	30	0	0	1
910033208	VR	2430	1298	1630	698	1150	578	0
921110000	foothold-est	7320	1266	6520	666	6040	546	0
925020101	VR	990	806	190	206	0	86	1
970030007	foothold-est	850	160	50	0	0	0	1
970030009	foothold-est	850	160	50	0	0	0	1
922210700	VR	1335	1526	535	926	55	806	0
925032502	VR	990	806	190	206	0	86	1
910320015	VR	800	600	0	0	0	0	1
926130000	VR	1709	596	909	0	429	0	1
910000017	foothold-est	1346	955	546	355	66	235	0
920010921	foothold-est	770	1855	0	1255	0	1135	1
926010053	VR	990	685	190	85	0	0	1
925100202	VR	2395	983	1595	383	1115	263	0
926010033	VR	990	685	190	85	0	0	1
910120003	none							?
990000410	VR	2228	1759	1428	1159	948	1039	0
980031209	VR	870	600	70	0	0	0	1
910000022	foothold-est	1650	846	850	246	370	126	0
924000000	foothold-est	850	160	50	0	0	0	1
980033009	VR	870	600	70	0	0	0	1
980033103	VR	1995	1170	1195	570	715	450	0
925032202	VR	990	806	190	206	0	86	1
922030020	VR	800	600	0	0	0	0	1
980000602	VR	801	598	1	0	0	0	1
926022205	VR	990	685	190	85	0	0	1
925023301	VR	990	806	190	206	0	86	1
925040100	VR	1253	1489	453	889	0	769	1
926011404	VR	990	685	190	85	0	0	1
922230303	foothold-est	948	4600	148	4000	0	3880	1
980033105	VR	1995	1170	1195	570	715	450	0
925032002	VR	990	806	190	206	0	86	1
925023409	VR	990	806	190	206	0	86	1
922000020	VR	3454	629	2654	29	2174	0	1
925021807	VR	990	806	190	206	0	86	1
926011201	VR	990	685	190	85	0	0	1
910310001	none							?
922010200	VR	800	3430	0	2830	0	2710	1
910033018	VR	2160	735	1360	135	880	15	0
925022406	VR	990	806	190	206	0	86	1
926022200	VR	990	685	190	85	0	0	1
922010401	foothold-est	1906	535	1106	0	626	0	1
920010600	foothold-est	770	3175	0	2575	0	2455	1
910330102	VR	800	600	0	0	0	0	1
980000404	VR	711	672	0	72	0	0	1
925022606	VR	990	806	190	206	0	86	1
910033306	VR	900	735	100	135	0	15	1
910120001	none							?
922000010	VR	800	7426	0	6826	0	6706	1
926020109	VR	990	685	190	85	0	0	1
926012302	VR	990	685	190	85	0	0	1
926100202	VR	1868	824	1068	224	588	104	0
922010506	VR	800	4320	0	3720	0	3600	1
980041109	none							?
922010700	VR	800	2160	0	1560	0	1440	1
925032503	VR	990	806	190	206	0	86	1
925023408	VR	990	806	190	206	0	86	1
922011000	VR	800	4950	0	4350	0	4230	1
922011100	VR	800	1650	0	1050	0	930	1
922020000	foothold-est	3617	1318	2817	718	2337	598	0
925032500	VR	990	806	190	206	0	86	1
910031008	VR	1250	1985	450	1385	0	1265	1
980042106	none							?
980042200	none							?
925022709	VR	990	806	190	206	0	86	1
925032501	VR	990	806	190	206	0	86	1
926022306	VR	990	685	190	85	0	0	1
925020209	VR	990	806	190	206	0	86	1
926013103	VR	990	685	190	85	0	0	1
922030022	VR	1163	560	363	0	0	0	1
926022107	VR	990	685	190	85	0	0	1
925022603	VR	990	806	190	206	0	86	1
910033103	VR	2160	1297	1360	697	880	577	0
910000003	foothold-est	1376	845	576	245	96	125	0
925020201	VR	990	806	190	206	0	86	1
925022000	VR	990	806	190	206	0	86	1
980041106	none							?
980033104	VR	1995	1170	1195	570	715	450	0
920010900	VR	800	3704	0	3104	0	2984	1
914000220	VR	1438	1080	638	480	158	360	0
925021501	VR	990	806	190	206	0	86	1
925032400	VR	990	806	190	206	0	86	1
910330301	VR	800	600	0	0	0	0	1
970000005	VR	800	600	0	0	0	0	1
980042109	none							?
922211400	VR	1335	1526	535	926	55	806	0
910033317	VR	900	735	100	135	0	15	1
910033001	VR	2160	735	1360	135	880	15	0
925020708	VR	990	806	190	206	0	86	1
926010203	VR	990	685	190	85	0	0	1
920010920	foothold-est	770	2335	0	1735	0	1615	1
910033105	VR	2160	1297	1360	697	880	577	0
925022706	VR	990	806	190	206	0	86	1
923000000	VR	1440	2170	640	1570	160	1450	0
912030004	none							?
980000201	VR	2156	599	1356	0	876	0	1
926022103	VR	990	685	190	85	0	0	1
926010502	VR	990	685	190	85	0	0	1
980032005	VR	870	600	70	0	0	0	1
926022401	VR	990	685	190	85	0	0	1
980032106	VR	1745	1650	945	1050	465	930	0
910060100	foothold-est	1660	760	860	160	380	40	0
910033214	VR	2430	1298	1630	698	1150	578	0
926020506	VR	990	685	190	85	0	0	1
930000200	VR	2968	970	2168	370	1688	250	0
922010500	VR	800	2400	0	1800	0	1680	1
926021503	VR	990	685	190	85	0	0	1
926010060	VR	990	685	190	85	0	0	1
926012303	VR	990	685	190	85	0	0	1
980031203	VR	870	600	70	0	0	0	1
980000101	VR	2156	599	1356	0	876	0	1
980041200	VR	800	760	0	160	0	40	1
925030400	VR	990	806	190	206	0	86	1
914090010	VR	800	600	0	0	0	0	1
910320304	VR	800	600	0	0	0	0	1
990000640	VR	1439	745	639	145	159	25	0
925020013	VR	990	806	190	206	0	86	1
926023403	VR	990	685	190	85	0	0	1
926020302	VR	990	685	190	85	0	0	1
922240000	VR	9720	934	8920	334	8440	214	0
980042207	none							?
922230302	foothold-est	948	4600	148	4000	0	3880	1
925021000	VR	990	806	190	206	0	86	1
925022805	VR	990	806	190	206	0	86	1
922230304	foothold-est	948	4600	148	4000	0	3880	1
925032900	VR	990	806	190	206	0	86	1
922230306	foothold-est	948	4600	148	4000	0	3880	1
921100100	VR	1080	1750	280	1150	0	1030	1
926020404	VR	990	685	190	85	0	0	1
926011504	VR	990	685	190	85	0	0	1
925023108	VR	990	806	190	206	0	86	1
910320102	VR	800	600	0	0	0	0	1
910330106	VR	800	600	0	0	0	0	1
900020220	foothold-est	1930	160	1130	0	650	0	1
926022301	VR	990	685	190	85	0	0	1
925020709	VR	990	806	190	206	0	86	1
980032202	VR	870	600	70	0	0	0	1
910330302	VR	800	600	0	0	0	0	1
910033211	VR	2430	1298	1630	698	1150	578	0
925033300	VR	990	806	190	206	0	86	1
926022109	VR	990	685	190	85	0	0	1
980041005	none							?
922240013	VR	9720	934	8920	334	8440	214	0
980031206	VR	870	600	70	0	0	0	1
926021202	VR	990	685	190	85	0	0	1
980031201	VR	870	600	70	0	0	0	1
980032300	VR	835	600	35	0	0	0	1
925032703	VR	990	806	190	206	0	86	1
922240014	VR	9720	934	8920	334	8440	214	0
926021205	VR	990	685	190	85	0	0	1
921100200	VR	1110	650	310	50	0	0	1
925022209	VR	990	806	190	206	0	86	1
925022702	VR	990	806	190	206	0	86	1
910210000	VR	1341	905	541	305	61	185	0
925020401	VR	990	806	190	206	0	86	1
925020400	VR	990	806	190	206	0	86	1
922240107	VR	905	720	105	120	0	0	1
921100210	VR	990	1670	190	1070	0	950	1
930000100	VR	3148	970	2348	370	1868	250	0
925023505	VR	990	806	190	206	0	86	1
925020405	VR	990	806	190	206	0	86	1
922211500	VR	1335	1526	535	926	55	806	0
925033303	VR	990	806	190	206	0	86	1
926012503	VR	990	685	190	85	0	0	1
925030301	VR	990	806	190	206	0	86	1
925021407	VR	990	806	190	206	0	86	1
922240117	VR	905	720	105	120	0	0	1
926022409	VR	990	685	190	85	0	0	1
926011202	VR	990	685	190	85	0	0	1
925020805	VR	990	806	190	206	0	86	1
925023502	VR	990	806	190	206	0	86	1
922010502	VR	800	4320	0	3720	0	3600	1
925021107	VR	990	806	190	206	0	86	1
900090102	VR	800	600	0	0	0	0	1
925020807	VR	990	806	190	206	0	86	1
925023400	VR	990	806	190	206	0	86	1
922241006	VR	1200	1190	400	590	0	470	1
922241007	VR	1200	1190	400	590	0	470	1
925032800	VR	990	806	190	206	0	86	1
910041120	VR	1080	600	280	0	0	0	1
922241010	VR	1200	1190	400	590	0	470	1
925021006	VR	990	806	190	206	0	86	1
926020202	VR	990	685	190	85	0	0	1
922010400	VR	800	2780	0	2180	0	2060	1
910320300	VR	800	600	0	0	0	0	1
980042005	none							?
922241016	VR	1200	1190	400	590	0	470	1
922030021	VR	1973	560	1173	0	693	0	1
925021308	VR	990	806	190	206	0	86	1
922240113	VR	905	720	105	120	0	0	1
925030304	VR	990	806	190	206	0	86	1
925020305	VR	990	806	190	206	0	86	1
922240104	VR	905	720	105	120	0	0	1
923010000	VR	1032	817	232	217	0	97	1
922241015	VR	1200	1190	400	590	0	470	1
925023003	VR	990	806	190	206	0	86	1
926013104	VR	990	685	190	85	0	0	1
925023106	VR	990	806	190	206	0	86	1
925023803	VR	990	806	190	206	0	86	1
925032104	VR	990	806	190	206	0	86	1
926010020	VR	990	685	190	85	0	0	1
925023005	VR	990	806	190	206	0	86	1
925021809	VR	990	806	190	206	0	86	1
925022906	VR	990	806	190	206	0	86	1
926020103	VR	990	685	190	85	0	0	1
923010100	VR	800	599	0	0	0	0	1
910220003	none							?
924010200	VR	1196	770	396	170	0	50	1
922240005	VR	9720	934	8920	334	8440	214	0
912030000	foothold-est	1429	1205	629	605	149	485	0
990000610	VR	1890	607	1090	7	610	0	1
980042000	foothold-est	884	3152	84	2552	0	2432	1
910000015	foothold-est	1346	955	546	355	66	235	0
925020011	VR	990	806	190	206	0	86	1
980032004	VR	870	600	70	0	0	0	1
925022305	VR	990	806	190	206	0	86	1
990000630	VR	1259	596	459	0	0	0	1
925021905	VR	990	806	190	206	0	86	1
925031303	VR	990	806	190	206	0	86	1
970010000	VR	1440	785	640	185	160	65	0
922210800	VR	1335	1526	535	926	55	806	0
925020205	VR	990	806	190	206	0	86	1
926013101	VR	990	685	190	85	0	0	1
925022208	VR	990	806	190	206	0	86	1
925023707	VR	990	806	190	206	0	86	1
925020108	VR	990	806	190	206	0	86	1
914090003	VR	800	600	0	0	0	0	1
925033604	VR	990	806	190	206	0	86	1
922241000	VR	1200	1190	400	590	0	470	1
925022907	VR	990	806	190	206	0	86	1
910000002	foothold-est	1376	845	576	245	96	125	0
912020000	foothold-est	2443	498	1643	0	1163	0	1
980041101	none							?
922211800	VR	1335	1526	535	926	55	806	0
925040001	VR	990	806	190	206	0	86	1
925023008	VR	990	806	190	206	0	86	1
910033313	VR	900	735	100	135	0	15	1
926010077	VR	990	685	190	85	0	0	1
926120404	VR	980	1185	180	585	0	465	1
926020308	VR	990	685	190	85	0	0	1
980041206	none							?
925020202	VR	990	806	190	206	0	86	1
922212200	VR	1335	1526	535	926	55	806	0
925022900	VR	990	806	190	206	0	86	1
910320023	VR	800	600	0	0	0	0	1
925021803	VR	990	806	190	206	0	86	1
925010200	foothold-est	1390	1120	590	520	110	400	0
922212400	VR	1335	1526	535	926	55	806	0
925100000	VR	3613	1247	2813	647	2333	527	0
926011500	VR	990	685	190	85	0	0	1
925033603	VR	990	806	190	206	0	86	1
910033118	VR	2160	1297	1360	697	880	577	0
926120200	VR	1606	640	806	40	326	0	1
926021305	VR	990	685	190	85	0	0	1
922230100	VR	904	2144	104	1544	0	1424	1
926023202	VR	990	685	190	85	0	0	1
925020409	VR	990	806	190	206	0	86	1
925020500	VR	990	806	190	206	0	86	1
980031102	VR	1995	1170	1195	570	715	450	0
925020301	VR	990	806	190	206	0	86	1
925020503	VR	990	806	190	206	0	86	1
910520002	VR	813	600	13	0	0	0	1
925020505	VR	990	806	190	206	0	86	1
925032801	VR	990	806	190	206	0	86	1
925023704	VR	990	806	190	206	0	86	1
925031702	VR	990	806	190	206	0	86	1
926023402	VR	990	685	190	85	0	0	1
914090002	VR	800	600	0	0	0	0	1
925020107	VR	990	806	190	206	0	86	1
910033006	VR	2160	735	1360	135	880	15	0
925020901	VR	990	806	190	206	0	86	1
980041104	none							?
913040005	VR	800	600	0	0	0	0	1
925023007	VR	990	806	190	206	0	86	1
926023507	VR	990	685	190	85	0	0	1
925020603	VR	990	806	190	206	0	86	1
922010600	VR	800	3570	0	2970	0	2850	1
925020700	VR	990	806	190	206	0	86	1
925033404	VR	990	806	190	206	0	86	1
925020606	VR	990	806	190	206	0	86	1
910000001	foothold-est	1376	845	576	245	96	125	0
980033107	VR	1995	1170	1195	570	715	450	0
922240100	VR	905	720	105	120	0	0	1
913000100	VR	1798	1495	998	895	518	775	0
925020707	VR	990	806	190	206	0	86	1
925022507	VR	990	806	190	206	0	86	1
925023104	VR	990	806	190	206	0	86	1
925022402	VR	990	806	190	206	0	86	1
925020801	VR	990	806	190	206	0	86	1
925020802	VR	990	806	190	206	0	86	1
925020803	VR	990	806	190	206	0	86	1
925033801	VR	990	806	190	206	0	86	1
980041001	none							?
926020507	VR	990	685	190	85	0	0	1
926020101	VR	990	685	190	85	0	0	1
925022903	VR	990	806	190	206	0	86	1
925032301	VR	990	806	190	206	0	86	1
922010504	VR	800	4320	0	3720	0	3600	1
925022006	VR	990	806	190	206	0	86	1
926023504	VR	990	685	190	85	0	0	1
926010061	VR	990	685	190	85	0	0	1
980000400	VR	799	644	0	44	0	0	1
925030501	VR	990	806	190	206	0	86	1
910110000	VR	800	820	0	220	0	100	1
920030001	VR	1608	2020	808	1420	328	1300	0
926022100	VR	990	685	190	85	0	0	1
925020909	VR	990	806	190	206	0	86	1
980032209	VR	870	600	70	0	0	0	1
925023509	VR	990	806	190	206	0	86	1
910033215	VR	2430	1298	1630	698	1150	578	0
910200001	VR	1170	1475	370	875	0	755	1
910041300	VR	1890	1532	1090	932	610	812	0
926012101	VR	990	685	190	85	0	0	1
926020107	VR	990	685	190	85	0	0	1
926010073	VR	990	685	190	85	0	0	1
925032804	VR	990	806	190	206	0	86	1
980000603	VR	801	598	1	0	0	0	1
990000430	VR	2250	990	1450	390	970	270	0
910030001	foothold-est	850	160	50	0	0	0	1
925021102	VR	990	806	190	206	0	86	1
926020004	VR	800	707	0	107	0	0	1
910320025	VR	800	600	0	0	0	0	1
925031101	VR	990	806	190	206	0	86	1
925021106	VR	990	806	190	206	0	86	1
925021209	VR	990	806	190	206	0	86	1
925021705	VR	990	806	190	206	0	86	1
980033001	VR	870	600	70	0	0	0	1
925022109	VR	990	806	190	206	0	86	1
970020004	VR	1618	819	818	219	338	99	0
925022400	VR	990	806	190	206	0	86	1
912030001	none							?
926010016	VR	990	685	190	85	0	0	1
925021108	VR	990	806	190	206	0	86	1
926022403	VR	990	685	190	85	0	0	1
925021207	VR	990	806	190	206	0	86	1
914030000	foothold-est	1840	1360	1040	760	560	640	0
910310004	none							?
990000500	VR	2160	837	1360	237	880	117	0
925030903	VR	990	806	190	206	0	86	1
980041002	none							?
910040310	VR	1080	600	280	0	0	0	1
926021104	VR	990	685	190	85	0	0	1
924010100	VR	1196	770	396	170	0	50	1
925023100	VR	990	806	190	206	0	86	1
925022007	VR	990	806	190	206	0	86	1
922241018	VR	1200	1190	400	590	0	470	1
925021309	VR	990	806	190	206	0	86	1
912000100	VR	1300	600	500	0	20	0	1
970000004	VR	800	600	0	0	0	0	1
925022309	VR	990	806	190	206	0	86	1
980000600	VR	795	598	0	0	0	0	1
980032200	VR	870	600	70	0	0	0	1
926100303	VR	780	3606	0	3006	0	2886	1
922211600	VR	1335	1526	535	926	55	806	0
910320026	VR	800	600	0	0	0	0	1
926013402	VR	990	685	190	85	0	0	1
910033108	VR	2160	1297	1360	697	880	577	0
925022509	VR	990	806	190	206	0	86	1
925020105	VR	990	806	190	206	0	86	1
925022808	VR	990	806	190	206	0	86	1
925031801	VR	990	806	190	206	0	86	1
926100100	VR	2045	594	1245	0	765	0	1
970030003	foothold-est	850	160	50	0	0	0	1
925021506	VR	990	806	190	206	0	86	1
926011100	VR	990	685	190	85	0	0	1
925022500	VR	990	806	190	206	0	86	1
912030003	none							?
926011200	VR	990	685	190	85	0	0	1
925021601	VR	990	806	190	206	0	86	1
925021602	VR	990	806	190	206	0	86	1
925033402	VR	990	806	190	206	0	86	1
926100301	VR	780	3606	0	3006	0	2886	1
980033204	VR	870	600	70	0	0	0	1
925020907	VR	990	806	190	206	0	86	1
