category	archive	image	decision	mergePath	note
B DISJOINT at field level	Mob	Mob.wz/9300003.img	B-MERGE-BOTH	Mob.wz/9300003.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9300003.img	B-MERGE-BOTH	Mob.wz/9300003.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9300012.img	B-MERGE-BOTH	Mob.wz/9300012.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9300012.img	B-MERGE-BOTH	Mob.wz/9300012.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9300012.img	B-MERGE-BOTH	Mob.wz/9300012.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9300093.img	B-MERGE-BOTH	Mob.wz/9300093.img/info/dropItemPeriod	
B DISJOINT at field level	Mob	Mob.wz/9303002.img	B-MERGE-BOTH	Mob.wz/9303002.img/info/boss	
B DISJOINT at field level	Mob	Mob.wz/9400014.img	B-MERGE-BOTH	Mob.wz/9400014.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9400014.img	B-MERGE-BOTH	Mob.wz/9400014.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9400014.img	B-MERGE-BOTH	Mob.wz/9400014.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9400205.img	B-MERGE-BOTH	Mob.wz/9400205.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9400205.img	B-MERGE-BOTH	Mob.wz/9400205.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9400205.img	B-MERGE-BOTH	Mob.wz/9400205.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9500340.img	B-MERGE-BOTH	Mob.wz/9500340.img/info/boss	
B DISJOINT at field level	Mob	Mob.wz/9500340.img	B-MERGE-BOTH	Mob.wz/9500340.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9500340.img	B-MERGE-BOTH	Mob.wz/9500340.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9500340.img	B-MERGE-BOTH	Mob.wz/9500340.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9500340.img	B-MERGE-BOTH	Mob.wz/9500340.img/info/revive	
B DISJOINT at field level	Mob	Mob.wz/9500343.img	B-MERGE-BOTH	Mob.wz/9500343.img/info/default	
B DISJOINT at field level	Mob	Mob.wz/9500343.img	B-MERGE-BOTH	Mob.wz/9500343.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9500343.img	B-MERGE-BOTH	Mob.wz/9500343.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9500343.img	B-MERGE-BOTH	Mob.wz/9500343.img/info/hpTagColor	
B DISJOINT at field level	Mob	Mob.wz/9500358.img	B-MERGE-BOTH	Mob.wz/9500358.img/info/HPgaugeHide	
B DISJOINT at field level	Mob	Mob.wz/9500358.img	B-MERGE-BOTH	Mob.wz/9500358.img/info/hpTagBgcolor	
B DISJOINT at field level	Mob	Mob.wz/9500358.img	B-MERGE-BOTH	Mob.wz/9500358.img/info/hpTagColor	
B DISJOINT at field level	Quest	Quest.wz/Act.img	B-MERGE-BOTH	Quest.wz/Act.img/10430/1	
B DISJOINT at field level	Skill	Skill.wz/000.img	B-MERGE-BOTH	Skill.wz/000.img/skill/0000100	
B DISJOINT at field level	Skill	Skill.wz/000.img	B-MERGE-BOTH	Skill.wz/000.img/skill/0001011	
B DISJOINT at field level	Skill	Skill.wz/1000.img	B-MERGE-BOTH	Skill.wz/1000.img/skill/10000012	
B DISJOINT at field level	Skill	Skill.wz/1000.img	B-MERGE-BOTH	Skill.wz/1000.img/skill/10000100	
B DISJOINT at field level	Skill	Skill.wz/1000.img	B-MERGE-BOTH	Skill.wz/1000.img/skill/10001011	
B DISJOINT at field level	Skill	Skill.wz/2000.img	B-MERGE-BOTH	Skill.wz/2000.img/skill/20000100	
B DISJOINT at field level	Skill	Skill.wz/2000.img	B-MERGE-BOTH	Skill.wz/2000.img/skill/20001011	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/674030000	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/674030100	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/674030200	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/674030300	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/777777777	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100000	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100001	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100002	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100010	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100011	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100012	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100020	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100021	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100022	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/889100100	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/914090010	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/914090011	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/914090012	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/914090013	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/etc/925021600	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/ossyria/270010410	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/victoria/180000000	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/victoria/180000001	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/victoria/180000002	
B DISJOINT at field level	String	String.wz/Map.img	B-MERGE-BOTH	String.wz/Map.img/victoria/180000003	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Cap/01002777.img	C-KEEP-HIS	Character.wz/Cap/01002777.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Cap/01002791.img	C-KEEP-HIS	Character.wz/Cap/01002791.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Dragon/01942002.img	C-KEEP-HIS	Character.wz/Dragon/01942002.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Dragon/01952002.img	C-KEEP-HIS	Character.wz/Dragon/01952002.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Dragon/01962002.img	C-KEEP-HIS	Character.wz/Dragon/01962002.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Dragon/01972002.img	C-KEEP-HIS	Character.wz/Dragon/01972002.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Glove/01082235.img	C-KEEP-HIS	Character.wz/Glove/01082235.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Glove/01082240.img	C-KEEP-HIS	Character.wz/Glove/01082240.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Longcoat/01052156.img	C-KEEP-HIS	Character.wz/Longcoat/01052156.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Longcoat/01052161.img	C-KEEP-HIS	Character.wz/Longcoat/01052161.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Shield/01092057.img	C-KEEP-HIS	Character.wz/Shield/01092057.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Shoes/01072356.img	C-KEEP-HIS	Character.wz/Shoes/01072356.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Shoes/01072362.img	C-KEEP-HIS	Character.wz/Shoes/01072362.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/TamingMob/01912033.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/TamingMob/01912034.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/TamingMob/01912035.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Weapon/01372044.img	C-KEEP-HIS	Character.wz/Weapon/01372044.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Weapon/01372045.img	C-KEEP-HIS	Character.wz/Weapon/01372045.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Weapon/01382057.img	C-KEEP-HIS	Character.wz/Weapon/01382057.img/info/level	
C TRUE OVERLAP (same field, both moved)	Character	Character.wz/Weapon/01382059.img	C-KEEP-HIS	Character.wz/Weapon/01382059.img/info/level	
C TRUE OVERLAP (same field, both moved)	Item	Item.wz/Consume/0228.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Item	Item.wz/Consume/0229.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Item	Item.wz/Etc/0403.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/101000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/102000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/102000004.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/103000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/120000105.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/130000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map1/130000101.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map2/250000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map2/251000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/Map/Map2/261000000.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/WorldMap/WorldMap.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Map	Map.wz/WorldMap/WorldMap010.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Quest	Quest.wz/QuestInfo.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	Skill	Skill.wz/MobSkill.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	String	String.wz/Eqp.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	String	String.wz/Etc.img	C-TAKE-V84		no row emitted; tree already carries v84
C TRUE OVERLAP (same field, both moved)	String	String.wz/Ins.img	C-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/Glove/01082262.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/TamingMob/01902040.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/TamingMob/01902041.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/TamingMob/01902042.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/Weapon/01382058.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/Weapon/01452058.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/Weapon/01472069.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Character	Character.wz/Weapon/01492024.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Etc	Etc.wz/Commodity.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Quest	Quest.wz/Check.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	Quest	Quest.wz/Say.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	String	String.wz/Cash.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	String	String.wz/Consume.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	String	String.wz/MonsterBook.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	String	String.wz/Npc.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	String	String.wz/Skill.img	D-TAKE-V84		no row emitted; tree already carries v84
D WHOLESALE (overlap too wide to drill)	UI	UI.wz/UIWindow.img	D-TAKE-V84		no row emitted; tree already carries v84
