array	rows	sets	categories	sample_row
Etc.wz/NpcLocation.img/9000067	4	{'removed': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	Etc.wz/NpcLocation.img/9000067/2
Etc.wz/NpcLocation.img/9250052	4	{'removed': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	Etc.wz/NpcLocation.img/9250052/4
Etc.wz/Swindle.img	4	{'removed': 4}	{'ARRAY: writes INTO an existing slot': 4}	Etc.wz/Swindle.img/3/word/4
Map.wz/Map/Map2/240070201.img/3/obj	4	{'removed': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	Map.wz/Map/Map2/240070201.img/3/obj/25
Map.wz/Map/Map2/240070202.img/3/obj	4	{'removed': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	Map.wz/Map/Map2/240070202.img/3/obj/24
Quest.wz/Act.img/2156	4	{'protect': 4}	{'ARRAY: writes INTO an existing slot': 4}	Quest.wz/Act.img/2156/1/exp
Quest.wz/Act.img/8251	4	{'protect': 4}	{'ARRAY: writes INTO an existing slot': 4}	Quest.wz/Act.img/8251/1/exp
Quest.wz/Say.img/8256	4	{'protect': 4}	{'ARRAY: writes INTO an existing slot': 4}	Quest.wz/Say.img/8256/0/0
String.wz/MonsterBook.img/2100104/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/2100104/reward/22
String.wz/MonsterBook.img/2230105/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/2230105/reward/23
String.wz/MonsterBook.img/2230111/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/2230111/reward/22
String.wz/MonsterBook.img/2300100/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/2300100/reward/25
String.wz/MonsterBook.img/3000000/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3000000/reward/24
String.wz/MonsterBook.img/3000006/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3000006/reward/24
String.wz/MonsterBook.img/3110102/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3110102/reward/30
String.wz/MonsterBook.img/3220001/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3220001/reward/27
String.wz/MonsterBook.img/3230101/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3230101/reward/26
String.wz/MonsterBook.img/3230302/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3230302/reward/27
String.wz/MonsterBook.img/3230304/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3230304/reward/34
String.wz/MonsterBook.img/3300006/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/3300006/reward/66
String.wz/MonsterBook.img/4130103/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4130103/reward/33
String.wz/MonsterBook.img/4230103/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230103/reward/26
String.wz/MonsterBook.img/4230104/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230104/reward/27
String.wz/MonsterBook.img/4230109/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230109/reward/30
String.wz/MonsterBook.img/4230111/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230111/reward/30
String.wz/MonsterBook.img/4230116/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230116/reward/33
String.wz/MonsterBook.img/4230121/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/4230121/reward/31
String.wz/MonsterBook.img/5100000/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5100000/reward/31
String.wz/MonsterBook.img/5120001/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5120001/reward/32
String.wz/MonsterBook.img/5120502/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5120502/reward/25
String.wz/MonsterBook.img/5140000/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5140000/reward/40
String.wz/MonsterBook.img/5150000/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5150000/reward/31
String.wz/MonsterBook.img/5200001/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/5200001/reward/19
String.wz/MonsterBook.img/6110301/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/6110301/reward/28
String.wz/MonsterBook.img/6130200/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/6130200/reward/39
String.wz/MonsterBook.img/6400100/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/6400100/reward/41
String.wz/MonsterBook.img/8140102/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8140102/reward/34
String.wz/MonsterBook.img/8140103/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8140103/reward/33
String.wz/MonsterBook.img/8140500/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8140500/reward/37
String.wz/MonsterBook.img/8200000/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8200000/reward/21
String.wz/MonsterBook.img/8200007/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8200007/reward/25
String.wz/MonsterBook.img/8200009/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8200009/reward/24
String.wz/MonsterBook.img/8200012/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8200012/reward/25
String.wz/MonsterBook.img/8220005/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8220005/reward/30
String.wz/MonsterBook.img/8220006/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/8220006/reward/33
String.wz/MonsterBook.img/9300274/reward	4	{'protect': 4}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 3}	String.wz/MonsterBook.img/9300274/reward/17
Character.wz/Weapon/01492024.img/swingPF	3	{'removed': 3}	{'ARRAY: prepend / different origin': 3}	Character.wz/Weapon/01492024.img/swingPF/0
Map.wz/Map/Map1/106010102.img/foothold	3	{'removed': 3}	{'ARRAY: writes INTO an existing slot': 3}	Map.wz/Map/Map1/106010102.img/foothold/0/16
Map.wz/Map/Map2/240070501.img/2/obj	3	{'removed': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	Map.wz/Map/Map2/240070501.img/2/obj/28
Map.wz/Map/Map1/101000000.img/life	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Map.wz/Map/Map1/101000000.img/life/2/f
Quest.wz/Act.img/28344	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Act.img/28344/1/exp
Quest.wz/Act.img/8248	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Act.img/8248/1/exp
Quest.wz/Act.img/8249	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Act.img/8249/1/exp
Quest.wz/Check.img/3239	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Check.img/3239/1/endscript
Quest.wz/Check.img/8249	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Check.img/8249/0/lvmin
Quest.wz/Say.img/2156	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Say.img/2156/1/0
Quest.wz/Say.img/8248	3	{'protect': 3}	{'ARRAY: writes INTO an existing slot': 3}	Quest.wz/Say.img/8248/0/2
String.wz/MonsterBook.img/2110301/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/2110301/reward/22
String.wz/MonsterBook.img/2230104/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/2230104/reward/23
String.wz/MonsterBook.img/2230108/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/2230108/reward/21
String.wz/MonsterBook.img/2230131/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/2230131/reward/31
String.wz/MonsterBook.img/3210201/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/3210201/reward/29
String.wz/MonsterBook.img/3210208/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/3210208/reward/31
String.wz/MonsterBook.img/3230104/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/3230104/reward/31
String.wz/MonsterBook.img/3230305/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/3230305/reward/30
String.wz/MonsterBook.img/4110300/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4110300/reward/31
String.wz/MonsterBook.img/4110301/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4110301/reward/19
String.wz/MonsterBook.img/4230100/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4230100/reward/32
String.wz/MonsterBook.img/4230106/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4230106/reward/38
String.wz/MonsterBook.img/4230118/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4230118/reward/36
String.wz/MonsterBook.img/4230120/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4230120/reward/32
String.wz/MonsterBook.img/4240000/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/4240000/reward/36
String.wz/MonsterBook.img/5100003/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5100003/reward/26
String.wz/MonsterBook.img/5100004/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5100004/reward/29
String.wz/MonsterBook.img/5120000/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5120000/reward/36
String.wz/MonsterBook.img/5120503/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5120503/reward/24
String.wz/MonsterBook.img/5130101/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5130101/reward/34
String.wz/MonsterBook.img/5130108/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5130108/reward/34
String.wz/MonsterBook.img/5220000/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5220000/reward/50
String.wz/MonsterBook.img/5300000/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/5300000/reward/31
String.wz/MonsterBook.img/6130208/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/6130208/reward/26
String.wz/MonsterBook.img/6230401/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 2, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/6230401/reward/10
String.wz/MonsterBook.img/7130004/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130004/reward/20
String.wz/MonsterBook.img/7130010/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130010/reward/45
String.wz/MonsterBook.img/7130103/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130103/reward/32
String.wz/MonsterBook.img/7130104/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130104/reward/29
String.wz/MonsterBook.img/7130500/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130500/reward/29
String.wz/MonsterBook.img/7130601/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/7130601/reward/25
String.wz/MonsterBook.img/8140001/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8140001/reward/30
String.wz/MonsterBook.img/8140111/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8140111/reward/32
String.wz/MonsterBook.img/8140200/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8140200/reward/41
String.wz/MonsterBook.img/8140600/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8140600/reward/37
String.wz/MonsterBook.img/8141300/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8141300/reward/37
String.wz/MonsterBook.img/8190002/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8190002/reward/35
String.wz/MonsterBook.img/8200005/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8200005/reward/24
String.wz/MonsterBook.img/8200006/reward	3	{'protect': 3}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 2}	String.wz/MonsterBook.img/8200006/reward/27
Map.wz/Map/Map1/100000000.img/life	2	{'removed': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	Map.wz/Map/Map1/100000000.img/life/28
Map.wz/Map/Map1/100010000.img/life	2	{'removed': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	Map.wz/Map/Map1/100010000.img/life/52
Map.wz/Map/Map1/100020000.img/life	2	{'removed': 2}	{'ARRAY: writes INTO an existing slot': 1, 'ARRAY: append would duplicate an existing entry': 1}	Map.wz/Map/Map1/100020000.img/life/14/limitedname
Map.wz/Map/Map1/101000000.img/portal	2	{'removed': 2}	{'ARRAY: writes INTO an existing slot': 2}	Map.wz/Map/Map1/101000000.img/portal/28/image
Map.wz/Map/Map1/106010000.img/life	2	{'removed': 2}	{'ARRAY: writes INTO an existing slot': 1, 'ARRAY: append would duplicate an existing entry': 1}	Map.wz/Map/Map1/106010000.img/life/32/hide
Map.wz/Map/Map2/251000000.img/life	2	{'removed': 2}	{'ARRAY: writes INTO an existing slot': 2}	Map.wz/Map/Map2/251000000.img/life/13/limitedname
Quest.wz/Act.img/2244	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/2244/1/exp
Quest.wz/Act.img/29510	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/29510/1/exp
Quest.wz/Act.img/3250	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/3250/1/item
Quest.wz/Act.img/3522	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/3522/1/exp
Quest.wz/Act.img/8222	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/8222/1/exp
Quest.wz/Act.img/8255	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/8255/1/fame
Quest.wz/Act.img/8256	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Act.img/8256/1/exp
Quest.wz/Check.img/28002	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Check.img/28002/0/lvmax
Quest.wz/Check.img/28004	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Check.img/28004/0/lvmax
Quest.wz/Check.img/29510	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Check.img/29510/1/item
Quest.wz/Check.img/8227	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Check.img/8227/1/endscript
Quest.wz/Check.img/8248	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Check.img/8248/0/lvmin
Quest.wz/Say.img/3250	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Say.img/3250/1/0
Quest.wz/Say.img/8249	2	{'protect': 2}	{'ARRAY: writes INTO an existing slot': 2}	Quest.wz/Say.img/8249/1/0
String.wz/MonsterBook.img/100131/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/100131/reward/13
String.wz/MonsterBook.img/100133/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/100133/reward/17
String.wz/MonsterBook.img/120100/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/120100/reward/13
String.wz/MonsterBook.img/2100103/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/2100103/reward/22
String.wz/MonsterBook.img/2100107/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/2100107/reward/19
String.wz/MonsterBook.img/2110300/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/2110300/reward/20
String.wz/MonsterBook.img/2130103/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/2130103/reward/18
String.wz/MonsterBook.img/3110300/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/3110300/reward/27
String.wz/MonsterBook.img/3210800/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/3210800/reward/35
String.wz/MonsterBook.img/3230308/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/3230308/reward/34
String.wz/MonsterBook.img/3300005/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/3300005/reward/39
String.wz/MonsterBook.img/4110302/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4110302/reward/16
String.wz/MonsterBook.img/4230105/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230105/reward/28
String.wz/MonsterBook.img/4230107/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230107/reward/30
String.wz/MonsterBook.img/4230110/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230110/reward/37
String.wz/MonsterBook.img/4230117/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230117/reward/31
String.wz/MonsterBook.img/4230123/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230123/reward/29
String.wz/MonsterBook.img/4230126/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230126/reward/32
String.wz/MonsterBook.img/4230200/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230200/reward/34
String.wz/MonsterBook.img/4230505/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/4230505/reward/21
String.wz/MonsterBook.img/5100002/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5100002/reward/29
String.wz/MonsterBook.img/5110301/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5110301/reward/24
String.wz/MonsterBook.img/5120500/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5120500/reward/30
String.wz/MonsterBook.img/5130103/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5130103/reward/29
String.wz/MonsterBook.img/5150001/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5150001/reward/30
String.wz/MonsterBook.img/5200002/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5200002/reward/21
String.wz/MonsterBook.img/5250000/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5250000/reward/17
String.wz/MonsterBook.img/5250002/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/5250002/reward/18
String.wz/MonsterBook.img/6130203/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/6130203/reward/26
String.wz/MonsterBook.img/6130204/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/6130204/reward/32
String.wz/MonsterBook.img/6300100/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/6300100/reward/39
