item_id	item_name	category	add_list_path	sources_found	bucket	verdict	note
2022469	Cassandra's Gag	Consume	Item.wz/Consume/0202.img/02022469		consume	PARITY_GAP	
2022470	Cassandra's Gag	Consume	Item.wz/Consume/0202.img/02022470		consume	PARITY_GAP	
2022637	Dragon's Blessing	Consume	Item.wz/Consume/0202.img/02022637		consume	PARITY_GAP	
2022642	Christmas Blessing	Consume	Item.wz/Consume/0202.img/02022642		consume	PARITY_GAP	
2022652	Dragon Rider's Warrior Box	Consume	Item.wz/Consume/0202.img/02022652		consume	PARITY_GAP	
2022653	Dragon Rider's Magician Box	Consume	Item.wz/Consume/0202.img/02022653		consume	PARITY_GAP	
2022654	Dragon Rider's Thief Box	Consume	Item.wz/Consume/0202.img/02022654		consume	PARITY_GAP	
2022655	Dragon Rider's Bowman Box	Consume	Item.wz/Consume/0202.img/02022655		consume	PARITY_GAP	
2022656	Dragon Rider's Pirate Box	Consume	Item.wz/Consume/0202.img/02022656		consume	PARITY_GAP	
2022657	Cheap Guitar Case	Consume	Item.wz/Consume/0202.img/02022657	questreward(10496 end 200912280000 - all expired)	consume	PARITY_GAP	
2022658	Expensive Guitar Case	Consume	Item.wz/Consume/0202.img/02022658		consume	PARITY_GAP	
2022659	Legendary Guitar Case	Consume	Item.wz/Consume/0202.img/02022659		consume	PARITY_GAP	
2022660	Dragon Rider Buff Zone Recovery Item	Consume	Item.wz/Consume/0202.img/02022660		consume	PARITY_GAP	
2022661	Dragon Rider Buff Zone Recovery Item	Consume	Item.wz/Consume/0202.img/02022661		consume	PARITY_GAP	
2022662	Evan's Paper Box	Consume	Item.wz/Consume/0202.img/02022662		consume	PARITY_GAP	
2022695	Onyx Dragon Treasure Chest	Consume	Item.wz/Consume/0202.img/02022695	questreward(28351 end 201005050000 - all expired)	consume	PARITY_GAP	
2040120	Shiny Nose Bandage 30%	Consume	Item.wz/Consume/0204.img/02040120		consume	PARITY_GAP	
2040211	Dragon Glasses Scroll	Consume	Item.wz/Consume/0204.img/02040211	questreward(10483 end 200906010000,10484 end 200906010000 - all expired)	consume	PARITY_GAP	
2040212	Dragon Glasses Special Scroll	Consume	Item.wz/Consume/0204.img/02040212	questreward(10485 end 200906010000,10486 end 200906010000 - all expired)	consume	PARITY_GAP	
2040227	Dragon Glasses Scroll 60%	Consume	Item.wz/Consume/0204.img/02040227	questreward(28347 end 201005050000,28348 end 201005050000 - all expired)	consume	PARITY_GAP	
2040228	Dragon Glasses Scroll 80%	Consume	Item.wz/Consume/0204.img/02040228		consume	PARITY_GAP	
2040229	Dragon Glasses Special Scroll 30%	Consume	Item.wz/Consume/0204.img/02040229	questreward(28349 end 201005050000,28350 end 201005050000 - all expired)	consume	PARITY_GAP	
2040230	Dragon Glasses Special Scroll 50%	Consume	Item.wz/Consume/0204.img/02040230		consume	PARITY_GAP	
2043714	Scroll for Wand for Magic ATT 60%	Consume	Item.wz/Consume/0204.img/02043714		consume	PARITY_GAP	
2043814	Scroll for Staff for Magic ATT 60%	Consume	Item.wz/Consume/0204.img/02043814		consume	PARITY_GAP	
2047000	Tablet for One-Handed Weapon for ATT	Consume	Item.wz/Consume/0204.img/02047000	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047001	Tablet for One-Handed Weapon for Accuracy	Consume	Item.wz/Consume/0204.img/02047001	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047002	Tablet for One-Handed Weapon for Magic Attack	Consume	Item.wz/Consume/0204.img/02047002	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047100	Tablet for Two-Handed Weapon for ATT	Consume	Item.wz/Consume/0204.img/02047100	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047101	Tablet for Two-Handed Weapon for Accuracy	Consume	Item.wz/Consume/0204.img/02047101	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047102	Tablet for Two-Handed Weapon for Magic Attack	Consume	Item.wz/Consume/0204.img/02047102	drop(0/1 placed: 8300007)	consume	PARITY_GAP	the only drop row is on mob 8300007 Dragon Rider, which no map places - 153-crimson-sky-drop-data.sql:39 records that refusal deliberately, and the rows come from 160-monsterbook-drop-data.sql:282-287. The fix is a spawner for 8300007, NOT a new drop row.
2047300	Tablet for Accessory for STR	Consume	Item.wz/Consume/0204.img/02047300		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047301	Tablet for Accessory for INT	Consume	Item.wz/Consume/0204.img/02047301		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047302	Tablet for Accessory for DEX	Consume	Item.wz/Consume/0204.img/02047302		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047303	Tablet for Accessory for LUK	Consume	Item.wz/Consume/0204.img/02047303		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047304	Tablet for Accessory for HANDS	Consume	Item.wz/Consume/0204.img/02047304		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047305	Tablet for Accessory for JUMP	Consume	Item.wz/Consume/0204.img/02047305		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047306	Tablet for Accessory for Accuracy	Consume	Item.wz/Consume/0204.img/02047306		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047307	Tablet for Accessory for Avoidability	Consume	Item.wz/Consume/0204.img/02047307		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047308	Tablet for Accessory for HP	Consume	Item.wz/Consume/0204.img/02047308		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2047309	Tablet for Accessory for MP	Consume	Item.wz/Consume/0204.img/02047309		consume	PARITY_GAP	no drop row at all. The sibling weapon tablets 2047000-2047102 have rows only on the unplaced 8300007, so copying one of those verbatim would change nothing. No analogue.
2100167	Ice Wall Summoning Sack	Consume	Item.wz/Consume/0210.img/02100167		consume	PARITY_GAP	
2100168	Dragon Rider Summoning Sack	Consume	Item.wz/Consume/0210.img/02100168		consume	PARITY_GAP	
2210044	Snowman Transformation	Consume	Item.wz/Consume/0221.img/02210044		consume	PARITY_GAP	
2210045	Gustav Transformation	Consume	Item.wz/Consume/0221.img/02210045		consume	PARITY_GAP	
2210046	Anna Transformation	Consume	Item.wz/Consume/0221.img/02210046		consume	PARITY_GAP	
2210047	Utah Transformation	Consume	Item.wz/Consume/0221.img/02210047		consume	PARITY_GAP	
2210048	Orange Mushroom Transformation	Consume	Item.wz/Consume/0221.img/02210048		consume	PARITY_GAP	
2210049	Pig Transformation	Consume	Item.wz/Consume/0221.img/02210049		consume	PARITY_GAP	
2430033	Christmas Gift Box	Consume	Item.wz/Consume/0243.img/02430033		consume	PARITY_GAP	
2430034	G-star Reset Item	Consume	Item.wz/Consume/0243.img/02430034		consume	PARITY_GAP	
2430035	Cassandra's Strange Slushie	Consume	Item.wz/Consume/0243.img/02430035		consume	PARITY_GAP	
2430041	Gift Box	Consume	Item.wz/Consume/0243.img/02430041		consume	PARITY_GAP	
2430042	Gift Box	Consume	Item.wz/Consume/0243.img/02430042		consume	PARITY_GAP	
2430043	Gift Box	Consume	Item.wz/Consume/0243.img/02430043		consume	PARITY_GAP	
2430044	Gift Box	Consume	Item.wz/Consume/0243.img/02430044		consume	PARITY_GAP	
2430045	Gift Box	Consume	Item.wz/Consume/0243.img/02430045		consume	PARITY_GAP	
2430046	Gift Box	Consume	Item.wz/Consume/0243.img/02430046		consume	PARITY_GAP	
2430047	Cassandra's Gift Box	Consume	Item.wz/Consume/0243.img/02430047		consume	PARITY_GAP	
2430048	Candy Twirl	Consume	Item.wz/Consume/0243.img/02430048		consume	CONTAINER_ONLY	container 2022662 | every container listed is itself unsourced
3010107	Dragon Egg	Install	Item.wz/Install/0301.img/03010107		install	CONTAINER_ONLY	container 2022695 | every container listed is itself unsourced
3010108	Baby Swing	Install	Item.wz/Install/0301.img/03010108		install	CONTAINER_ONLY	container 2022695 | every container listed is itself unsourced
3010120	Easter Egg Basket	Install	Item.wz/Install/0301.img/03010120		install	PARITY_GAP	
3994184	Cassandra's Strange Potion	Install	Item.wz/Install/0399.img/03994184		install	PARITY_GAP	REQUIRED BY LIVE QUEST 10497 | required only by expired quest 10490(end 200912280000) | Korean 1049x winter-event block. The quests that need it carry no end date of their own but their block does - 10487/10490/10496 all end 200912280000 - and V84-QUEST-SWEEP retired 10491-10494 and 10497 on exactly that evidence. Switched-off event content.
3994185	Cassandra's Strange Slush	Install	Item.wz/Install/0399.img/03994185		install	PARITY_GAP	REQUIRED BY LIVE QUEST 10491,10492,10493,10494,10497 | Korean 1049x winter-event block. The quests that need it carry no end date of their own but their block does - 10487/10490/10496 all end 200912280000 - and V84-QUEST-SWEEP retired 10491-10494 and 10497 on exactly that evidence. Switched-off event content.
3994186	Mini Dragon Egg	Install	Item.wz/Install/0399.img/03994186		install	PARITY_GAP	required only by expired quest 10510(end 201005050000)
3994187	Mini Dragon	Install	Item.wz/Install/0399.img/03994187		install	PARITY_GAP	required only by expired quest 10510(end 201005050000)
4000566	Onyx Dragon Footprint	Etc	Item.wz/Etc/0400.img/04000566		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4000567	Adolescent Onyx Dragon Horn	Etc	Item.wz/Etc/0400.img/04000567		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4000568	Onyx Dragon Footprint	Etc	Item.wz/Etc/0400.img/04000568		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4000569	Onyx Dragon Scale	Etc	Item.wz/Etc/0400.img/04000569		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4000570	Onyx Dragon Footprint	Etc	Item.wz/Etc/0400.img/04000570		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4000571	Onyx Dragon Horn	Etc	Item.wz/Etc/0400.img/04000571		etc	CONTAINER_ONLY	required only by expired quest 28351(end 201005050000) | container 2022662 | every container listed is itself unsourced
4001395	크리스마스 양말선물	Etc	Item.wz/Etc/0400.img/04001395		etc	PARITY_GAP	
4001399	Balrog's Seal Stone	Etc	Item.wz/Etc/0400.img/04001399		etc	PARITY_GAP	
4001402	Dragon's Essence	Etc	Item.wz/Etc/0400.img/04001402		etc	PARITY_GAP	required only by expired quest 3758(end 2000010100)
4001435	Evan Sweat Droplet	Etc	Item.wz/Etc/0400.img/04001435		etc	PARITY_GAP	required only by expired quest 28355(end 2010050600),28356(end 2010050600),28357(end 2010050600),28358(end 2010050600),28359(end 2010050600),28360(end 2010050600)
4032527	Strange Pig	Etc	Item.wz/Etc/0403.img/04032527		etc	PARITY_GAP	
4032528	크리스마스 요정	Etc	Item.wz/Etc/0403.img/04032528		etc	PARITY_GAP	
4032529	빨간코 선물상자	Etc	Item.wz/Etc/0403.img/04032529		etc	PARITY_GAP	
4032530	Leviathan's Tear	Etc	Item.wz/Etc/0403.img/04032530		etc	PARITY_GAP	named for Leviathan but it is NOT a Leviathan drop: String.wz/Etc.img/4032530/desc reads literally "G-Star Clear", a G-Star 2009 convention giveaway, same family as 2430034 "G-star Reset Item". Do not put it on mob 9500382.
4032532	Thermal Fabric	Etc	Item.wz/Etc/0403.img/04032532		etc	PARITY_GAP	required only by expired quest 10496(end 200912280000)
4032533	Baby Onyx Dragon Horn	Etc	Item.wz/Etc/0403.img/04032533		etc	PARITY_GAP	required only by expired quest 10501(end 200912170000)
4032534	Onyx Dragon Footprint	Etc	Item.wz/Etc/0403.img/04032534		etc	PARITY_GAP	required only by expired quest 10502(end 200912170000)
4032535	Adolescent Onyx Dragon Horn	Etc	Item.wz/Etc/0403.img/04032535		etc	PARITY_GAP	required only by expired quest 10503(end 200912170000)
4032536	Onyx Dragon Footprint	Etc	Item.wz/Etc/0403.img/04032536		etc	PARITY_GAP	required only by expired quest 10504(end 200912170000)
4032537	Onyx Dragon Scale	Etc	Item.wz/Etc/0403.img/04032537		etc	PARITY_GAP	required only by expired quest 10505(end 200912170000)
4032538	Onyx Dragon Footprint	Etc	Item.wz/Etc/0403.img/04032538		etc	PARITY_GAP	required only by expired quest 10506(end 200912170000)
4032539	Onyx Dragon Horn	Etc	Item.wz/Etc/0403.img/04032539		etc	PARITY_GAP	required only by expired quest 10507(end 200912170000)
4032557	Shipwreck Treasure Chest	Etc	Item.wz/Etc/0403.img/04032557		etc	PARITY_GAP	
4032632	Baby Onyx Dragon Horn	Etc	Item.wz/Etc/0403.img/04032632	questreward(28351 end 201005050000 - all expired)	etc	PARITY_GAP	required only by expired quest 28351(end 201005050000)
4161052	Evan Guide	Etc	Item.wz/Etc/0416.img/04161052		etc	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
4310001	Gold Pick	Etc	Item.wz/Etc/0431.img/04310001		etc	CONTAINER_ONLY	container 2022657,2022658,2022659 | every container listed is itself unsourced
5000067	Weird Alien	Pet	Item.wz/Pet/5000067.img		pet	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it | V84-OPEN-ITEMS already tracks this: 5240028 Dynamite (Commodity SN 10002346/47/60200078/79, OnSale=1) feeds this pet, and the pet itself has no Commodity row.
5030015	Homely Coffeehouse: 4 days	Cash	Item.wz/Cash/0503.img/05030015		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5200009	1 Million Maple Points Chip	Cash	Item.wz/Cash/0520.img/05200009		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5200010	10,000 Maple Points Chip	Cash	Item.wz/Cash/0520.img/05200010		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5370002	Chalkboard: 3 Days	Cash	Item.wz/Cash/0537.img/05370002		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5520001	Platinum Scissors of Karma	Cash	Item.wz/Cash/0552.img/05520001		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5530009	DS Box (Bronze)	Cash	Item.wz/Cash/0553.img/05530009		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5530010	DS Box (Silver)	Cash	Item.wz/Cash/0553.img/05530010		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5530011	DS Box (Gold)	Cash	Item.wz/Cash/0553.img/05530011		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5530012	DS Box (Diamond)	Cash	Item.wz/Cash/0553.img/05530012		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5530027	[Lv. 30] Circle-Winded Staff Trade Coupon	Cash	Item.wz/Cash/0553.img/05530027	cashshop(SN 50200184 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200184 is inside a CashPackage.img package
5530028	[Lv. 45] Arc Staff Coupon	Cash	Item.wz/Cash/0553.img/05530028	cashshop(SN 50200183,50200185 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200185 is inside a CashPackage.img package
5530029	Wand Magic Scroll 60% Coupon	Cash	Item.wz/Cash/0553.img/05530029	cashshop(SN 50200181 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200181 is inside a CashPackage.img package
5530030	Staff Magic Scroll 60% Coupon	Cash	Item.wz/Cash/0553.img/05530030	cashshop(SN 50200182 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200182 is inside a CashPackage.img package
5550001	Add Pendant Slots: 7 Days	Cash	Item.wz/Cash/0555.img/05550001		cash	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
5620006	Magic Guard Mastery Book	Cash	Item.wz/Cash/0562.img/05620006	cashshop(SN 50200173,50200174 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200174 is inside a CashPackage.img package
5620007	Magic Booster Mastery Book	Cash	Item.wz/Cash/0562.img/05620007	cashshop(SN 50200175,50200176,50200177 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200175,50200176,50200177 is inside a CashPackage.img package
5620008	Critical Magic Mastery Book	Cash	Item.wz/Cash/0562.img/05620008	cashshop(SN 50200178,50200179,50200180 OnSale=0)	cash	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 50200178,50200179,50200180 is inside a CashPackage.img package
